titulo,empresa,data,link
Auxiliar de Serviços Gerais,Ired Telecom,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460974/auxiliar-de-servicos-gerais/maringa/pr
Seu Talento em Vendas Merece Mais Vem Com A Gente!,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460971/seu-talento-em-vendas-merece-mais-vem-com-a-gente/maringa/pr
Primeiro Emprego? Essa É Sua Chance!,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460970/primeiro-emprego-essa-E-sua-chance/maringa/pr
Assistente Administrativo,Casa das Balanças,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460973/assistente-administrativo/maringa/pr
Vistoriador de Imóveis,Pedro Granado Imoveis,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460969/vistoriador-de-imoveis/maringa/pr
Executivo de Contas Corporativas,Oderço Distribuidora,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/437229/executivo-de-contas-corporativas/maringa/pr
Consultor(a) de Vendas Retenção,Oderço Distribuidora,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/435748/consultora-de-vendas-retencao/maringa/pr
Gerente de Produtos,Oderço Distribuidora,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/415123/gerente-de-produtos/maringa/pr
Professor(a) de Educação Infantil,Centro de Educação Infantil Ateliê da Criança,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460965/professora-de-educacao-infantil/maringa/pr
Vem Pro Time!,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460966/vem-pro-time/maringa/pr
Jovem Aprendiz em Produção - Paiçandu/pr,Gerar Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460962/jovem-aprendiz-em-producao-paicandupr/paicandu/pr
Analista de Marketing,Dicomp Distribuidora,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460968/analista-de-marketing/maringa/pr
Auxiliar de Transporte,Rodonaves Transportes,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460963/auxiliar-de-transporte/maringa/pr
Assistente de Vendas,Biazam,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460961/assistente-de-vendas/maringa/pr
Assistente de Exportação,Gtfoods Group,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460960/assistente-de-exportacao/maringa/pr
Professor(a) Auxiliar Integral Inicio Imediato,C.e.i Cia. Pedagógica,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/386876/professora-auxiliar-integral-inicio-imediato/maringa/pr
Oficial de Manutenção,Paraná Moda Park Shopping Atacadista,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/349580/oficial-de-manutencao/maringa/pr
Vendedor Externo,Toli Distribuidora de Autopeças,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460957/vendedor-externo/maringa/pr
Auxiliar de Metalúrgico,Metalpoxy,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460958/auxiliar-de-metalurgico/paicandu/pr
Vaga Para Vendas Internas Call Center,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460959/vaga-para-vendas-internas-call-center/maringa/pr
Auxiliar Administrativo - Jovem Aprendiz,Protege S/a,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460956/auxiliar-administrativo-jovem-aprendiz/maringa/pr
Supervisor de Montagem Mecânica,Gtfoods Group,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460955/supervisor-de-montagem-mecanica/maringa/pr
